Dataset,#TrainingRelease,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
BOOKKEEPER,1,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,4,150,148,0.0,0.0,0.487012987012987,-0.02647584973166363,
BOOKKEEPER,2,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,2,190,272,0.0,0.0,0.4947916666666667,-0.008631632394008642,
BOOKKEEPER,3,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,2,3,194,419,0.4,0.004750593824228029,0.49476108371414446,-0.006708922326274426,
BOOKKEEPER,4,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,103,3,118,366,0.9716981132075472,0.21961620469083157,0.5974114081305397,0.09220171627290237,
BOOKKEEPER,5,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,94,8,189,327,0.9215686274509803,0.22327790973871733,0.5913343863414399,0.12767033244848944,
BOOKKEEPER,6,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,18,0,0,638,1.0,0.027439024390243903,NaN,0.0,
BOOKKEEPER,1,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,126,12,142,22,0.9130434782608695,0.8513513513513513,0.8867146367146367,0.7744486424742992,
BOOKKEEPER,2,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,196,6,186,76,0.9702970297029703,0.7205882352941176,0.8446691176470589,0.6542599592904914,
BOOKKEEPER,3,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,331,2,195,90,0.993993993993994,0.7862232779097387,0.8880354968228896,0.6936406841033268,
BOOKKEEPER,4,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,319,2,119,150,0.9937694704049844,0.6801705756929638,0.8318208250365645,0.45649143646743673,
BOOKKEEPER,5,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,398,75,122,23,0.8414376321353065,0.9453681710213777,0.7823287555614502,0.6073035674918625,
BOOKKEEPER,6,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,342,0,0,314,1.0,0.5213414634146342,NaN,0.0,
BOOKKEEPER,1,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,97,35,119,51,0.7348484848484849,0.6554054054054054,0.8252895752895753,0.4290362293352093,
BOOKKEEPER,2,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,154,22,170,118,0.875,0.5661764705882353,0.8416436887254902,0.42066210045662095,
BOOKKEEPER,3,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,341,58,139,80,0.8546365914786967,0.8099762470308789,0.8429711708887468,0.5006850036884813,
BOOKKEEPER,4,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,340,20,101,129,0.9444444444444444,0.7249466950959488,0.8670725475338773,0.41946774087036914,
BOOKKEEPER,5,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,317,46,151,104,0.8732782369146006,0.7529691211401425,0.8411143398000892,0.48173493005937407,
BOOKKEEPER,6,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,443,0,0,213,1.0,0.6753048780487805,NaN,0.0,
BOOKKEEPER,1,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,148,105,49,0,0.5849802371541502,1.0,0.7516453141453141,0.3138442896092093,
BOOKKEEPER,2,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,218,59,133,54,0.7870036101083032,0.8014705882352942,0.8352481617647058,0.4960787328925112,
BOOKKEEPER,3,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,373,94,103,48,0.7987152034261242,0.8859857482185273,0.7950130822190338,0.43590666580960336,
BOOKKEEPER,4,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,361,61,60,108,0.8554502369668247,0.7697228144989339,0.7284886077287706,0.2321376314938314,
BOOKKEEPER,5,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,387,80,117,34,0.828693790149893,0.9192399049881235,0.8105489709056272,0.5471363373401041,
BOOKKEEPER,6,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,454,0,0,202,1.0,0.6920731707317073,NaN,0.0,
BOOKKEEPER,1,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,122,55,99,26,0.6892655367231638,0.8243243243243243,0.7252106002106002,0.4654049565103369,
BOOKKEEPER,2,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,173,38,154,99,0.8199052132701422,0.6360294117647058,0.7109853707107843,0.4185570027806235,
BOOKKEEPER,3,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,331,60,137,90,0.8465473145780051,0.7862232779097387,0.7701508373825916,0.46290137548234583,
BOOKKEEPER,4,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,301,20,101,168,0.9376947040498442,0.6417910447761194,0.7454052053780683,0.3277657240518298,
BOOKKEEPER,5,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,404,79,118,17,0.8364389233954451,0.9596199524940617,0.7951879137176411,0.6096482570763095,
BOOKKEEPER,6,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,343,0,0,313,1.0,0.5228658536585366,NaN,0.0,
BOOKKEEPER,1,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,138,34,120,10,0.8023255813953488,0.9324324324324325,0.9448929448929448,0.7094121763470961,
BOOKKEEPER,2,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,200,24,168,72,0.8928571428571429,0.7352941176470589,0.8984853707107843,0.5886524822695036,
BOOKKEEPER,3,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,417,49,148,4,0.8948497854077253,0.9904988123515439,0.9573049423056055,0.7897608380297058,
BOOKKEEPER,4,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,372,12,109,97,0.96875,0.7931769722814499,0.8859539375143174,0.5505248885223445,
BOOKKEEPER,5,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,356,62,135,65,0.8516746411483254,0.8456057007125891,0.811821020774805,0.5287428097942911,
BOOKKEEPER,6,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,429,0,0,227,1.0,0.6539634146341463,NaN,0.0,
BOOKKEEPER,1,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,146,98,56,2,0.5983606557377049,0.9864864864864865,0.9248420498420499,0.34575389948006924,
BOOKKEEPER,2,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,181,26,166,91,0.8743961352657005,0.6654411764705882,0.8520795036764706,0.5048883700569092,
BOOKKEEPER,3,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,187,11,186,234,0.9444444444444444,0.44418052256532065,0.902359622363963,0.29846265046843284,
BOOKKEEPER,4,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,379,16,105,90,0.959493670886076,0.8081023454157783,0.8753017674320253,0.550879712746858,
BOOKKEEPER,5,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,384,96,101,37,0.8,0.9121140142517815,0.8150162171286639,0.4615807884290374,
BOOKKEEPER,6,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,422,0,0,234,1.0,0.6432926829268293,NaN,0.0,
BOOKKEEPER,1,IBK,OVERSAMPLING,BEST FIRST,NO,124,31,123,24,0.8,0.8378378378378378,0.8135310635310635,0.635953184587735,
BOOKKEEPER,2,IBK,OVERSAMPLING,BEST FIRST,NO,173,17,175,99,0.9105263157894737,0.6360294117647058,0.7974973192401961,0.5151340443931968,
BOOKKEEPER,3,IBK,OVERSAMPLING,BEST FIRST,NO,356,32,165,65,0.9175257731958762,0.8456057007125891,0.8296598623051231,0.6540232936640772,
BOOKKEEPER,4,IBK,OVERSAMPLING,BEST FIRST,NO,359,14,107,110,0.9624664879356568,0.7654584221748401,0.848367372112284,0.5019944726559841,
BOOKKEEPER,5,IBK,OVERSAMPLING,BEST FIRST,NO,410,77,120,11,0.8418891170431212,0.9738717339667459,0.7946754765665505,0.6400555960023827,
BOOKKEEPER,6,IBK,OVERSAMPLING,BEST FIRST,NO,416,0,0,240,1.0,0.6341463414634146,NaN,0.0,
BOOKKEEPER,1,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,19,0,154,129,1.0,0.12837837837837837,0.5641891891891891,0.13059584914081693,
BOOKKEEPER,2,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,34,0,192,238,1.0,0.125,0.5625,0.10572687224669607,
BOOKKEEPER,3,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,51,1,196,370,0.9807692307692307,0.12114014251781473,0.5580320001929175,0.07746348529352601,
BOOKKEEPER,4,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,72,2,119,397,0.972972972972973,0.1535181236673774,0.5684945990237713,0.06195459001107752,
BOOKKEEPER,5,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,72,13,184,349,0.8470588235294118,0.171021377672209,0.5525157649782365,0.07224908558584715,
BOOKKEEPER,6,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,100,0,0,556,1.0,0.1524390243902439,NaN,0.0,
BOOKKEEPER,1,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,139,38,116,9,0.7853107344632768,0.9391891891891891,0.8462179712179713,0.6898028759998251,
BOOKKEEPER,2,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,6,0,192,266,1.0,0.022058823529411766,0.5110294117647058,0.018325273606515615,
BOOKKEEPER,3,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,2,4,193,419,0.3333333333333333,0.004750593824228029,0.4922230126481546,-0.009967778576230305,
BOOKKEEPER,4,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,112,3,118,357,0.9739130434782609,0.23880597014925373,0.6070062908597509,0.10262368498880393,
BOOKKEEPER,5,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,295,48,149,126,0.8600583090379009,0.7007125890736342,0.7285288833693044,0.41350233983833845,
BOOKKEEPER,6,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,26,0,0,630,1.0,0.039634146341463415,NaN,0.0,
BOOKKEEPER,1,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,124,30,124,24,0.8051948051948052,0.8378378378378378,0.8215163215163215,0.6425252082419991,
BOOKKEEPER,2,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,169,17,175,103,0.9086021505376344,0.6213235294117647,0.766390931372549,0.4998562805403852,
BOOKKEEPER,3,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,346,32,165,75,0.9153439153439153,0.8218527315914489,0.8297080916840494,0.6232265563570476,
BOOKKEEPER,4,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,341,13,108,128,0.963276836158192,0.7270788912579957,0.809820437364535,0.4581091468101461,
BOOKKEEPER,5,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,410,77,120,11,0.8418891170431212,0.9738717339667459,0.7915043949021546,0.6400555960023827,
BOOKKEEPER,6,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,392,0,0,264,1.0,0.5975609756097561,NaN,0.0,
BOOKKEEPER,1,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,77,19,135,71,0.8020833333333334,0.5202702702702703,0.8404045279045279,0.39962890970136067,
BOOKKEEPER,2,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,136,9,183,136,0.9379310344827586,0.5,0.8779105392156863,0.41295546558704455,
BOOKKEEPER,3,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,370,47,150,51,0.8872901678657075,0.8788598574821853,0.9074659078577716,0.6368411584817413,
BOOKKEEPER,4,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,337,10,111,132,0.9711815561959655,0.7185501066098081,0.8856631834922202,0.4627903099631943,
BOOKKEEPER,5,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,286,35,162,135,0.8909657320872274,0.6793349168646081,0.84119874121321,0.44198349214442784,
BOOKKEEPER,6,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,376,0,0,280,1.0,0.573170731707317,NaN,0.0,
BOOKKEEPER,1,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,147,90,64,1,0.620253164556962,0.9932432432432432,0.7496051246051246,0.4040938462205647,
BOOKKEEPER,2,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,226,61,131,46,0.7874564459930313,0.8308823529411765,0.8493604473039216,0.5191383852471718,
BOOKKEEPER,3,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,380,95,102,41,0.8,0.9026128266033254,0.8517730325427735,0.4534458765232997,
BOOKKEEPER,4,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,301,49,72,168,0.86,0.6417910447761194,0.6772806569278754,0.17352010845006788,
BOOKKEEPER,5,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,385,94,103,36,0.8037578288100209,0.9144893111638955,0.8223109106912476,0.47449667063486856,
BOOKKEEPER,6,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,439,0,0,217,1.0,0.6692073170731707,NaN,0.0,
BOOKKEEPER,1,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,118,28,126,30,0.8082191780821918,0.7972972972972973,0.8110521235521235,0.615641183182656,
BOOKKEEPER,2,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,143,13,179,129,0.9166666666666666,0.5257352941176471,0.7104396446078431,0.42065278559369734,
BOOKKEEPER,3,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,285,35,162,136,0.890625,0.6769596199524941,0.8246500355691669,0.4393680569555115,
BOOKKEEPER,4,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,274,8,113,195,0.9716312056737588,0.5842217484008528,0.7547533877248939,0.3292976581137231,
BOOKKEEPER,5,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,404,75,122,17,0.8434237995824635,0.9596199524940617,0.7851562029009972,0.6281053361415994,
BOOKKEEPER,6,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE LEARNING,276,0,0,380,1.0,0.42073170731707316,NaN,0.0,
BOOKKEEPER,1,RANDOM FOREST,SMOTE,BEST FIRST,NO,132,10,144,16,0.9295774647887324,0.8918918918918919,0.9575508950508951,0.8276104329498551,
BOOKKEEPER,2,RANDOM FOREST,SMOTE,BEST FIRST,NO,247,32,160,25,0.8853046594982079,0.9080882352941176,0.9404584099264706,0.7454181426151241,
BOOKKEEPER,3,RANDOM FOREST,SMOTE,BEST FIRST,NO,392,4,193,29,0.98989898989899,0.9311163895486936,0.9895342247730204,0.8810665173728962,
BOOKKEEPER,4,RANDOM FOREST,SMOTE,BEST FIRST,NO,392,3,118,77,0.9924050632911392,0.835820895522388,0.91435972440043,0.6610412926391382,
BOOKKEEPER,5,RANDOM FOREST,SMOTE,BEST FIRST,NO,418,79,118,3,0.8410462776659959,0.9928741092636579,0.8216537854033785,0.6595498824319785,
BOOKKEEPER,6,RANDOM FOREST,SMOTE,BEST FIRST,NO,455,0,0,201,1.0,0.6935975609756098,NaN,0.0,
BOOKKEEPER,1,NAIVE BAYES,SMOTE,BEST FIRST,NO,140,55,99,8,0.717948717948718,0.9459459459459459,0.9151237276237276,0.5851829241704095,
BOOKKEEPER,2,NAIVE BAYES,SMOTE,BEST FIRST,NO,189,43,149,83,0.8146551724137931,0.6948529411764706,0.8646695006127451,0.4568965517241379,
BOOKKEEPER,3,NAIVE BAYES,SMOTE,BEST FIRST,NO,396,97,100,25,0.8032454361054767,0.9406175771971497,0.9300613718846835,0.49650741922989605,
BOOKKEEPER,4,NAIVE BAYES,SMOTE,BEST FIRST,NO,135,6,115,334,0.9574468085106383,0.2878464818763326,0.8777159068882271,0.11879178710431287,
BOOKKEEPER,5,NAIVE BAYES,SMOTE,BEST FIRST,NO,392,102,95,29,0.7935222672064778,0.9311163895486936,0.8162520949636471,0.45855459397279336,
BOOKKEEPER,6,NAIVE BAYES,SMOTE,BEST FIRST,NO,36,0,0,620,1.0,0.054878048780487805,NaN,0.0,
BOOKKEEPER,1,IBK,SMOTE,BEST FIRST,NO,129,13,141,19,0.9084507042253521,0.8716216216216216,0.8939320814320815,0.7878282251690525,
BOOKKEEPER,2,IBK,SMOTE,BEST FIRST,NO,200,5,187,72,0.975609756097561,0.7352941176470589,0.8616344975490197,0.6746320850939822,
BOOKKEEPER,3,IBK,SMOTE,BEST FIRST,NO,358,4,193,63,0.988950276243094,0.850356294536817,0.9246536527725864,0.7687978111564018,
BOOKKEEPER,4,IBK,SMOTE,BEST FIRST,NO,392,3,118,77,0.9924050632911392,0.835820895522388,0.905513753546318,0.6610412926391382,
BOOKKEEPER,5,IBK,SMOTE,BEST FIRST,NO,414,79,118,7,0.8397565922920892,0.9833729216152018,0.7964177628802586,0.6450790004407463,
BOOKKEEPER,6,IBK,SMOTE,BEST FIRST,NO,450,0,0,206,1.0,0.6859756097560976,NaN,0.0,
BOOKKEEPER,1,RANDOM FOREST,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,0,0,154,148,NaN,0.0,0.5,0.0,
BOOKKEEPER,2,RANDOM FOREST,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,37,0,192,235,1.0,0.13602941176470587,0.5680147058823529,0.11527976113202645,
BOOKKEEPER,3,RANDOM FOREST,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,0,0,197,421,NaN,0.0,0.5,0.0,
BOOKKEEPER,4,RANDOM FOREST,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,0,0,121,469,NaN,0.0,0.5,0.0,
BOOKKEEPER,5,RANDOM FOREST,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,111,13,184,310,0.8951612903225806,0.26365795724465557,0.5988340547644597,0.14108312320892247,
BOOKKEEPER,6,RANDOM FOREST,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,0,0,0,656,NaN,0.0,NaN,0.0,
BOOKKEEPER,1,NAIVE BAYES,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,0,4,150,148,0.0,0.0,0.487012987012987,-0.02647584973166363,
BOOKKEEPER,2,NAIVE BAYES,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,89,1,191,183,0.9888888888888889,0.3272058823529412,0.6609987745098039,0.282602850228556,
BOOKKEEPER,3,NAIVE BAYES,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,2,4,193,419,0.3333333333333333,0.004750593824228029,0.4922230126481546,-0.009967778576230305,
BOOKKEEPER,4,NAIVE BAYES,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,85,5,116,384,0.9444444444444444,0.1812366737739872,0.5699571798622002,0.06471331350095766,
BOOKKEEPER,5,NAIVE BAYES,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,5,4,193,416,0.5555555555555556,0.011876484560570071,0.49578595801632563,-0.005415204406535431,
BOOKKEEPER,6,NAIVE BAYES,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,14,0,0,642,1.0,0.021341463414634148,NaN,0.0,
BOOKKEEPER,1,IBK,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,126,13,141,22,0.9064748201438849,0.8513513513513513,0.8834678834678835,0.76784537667472,
BOOKKEEPER,2,IBK,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,198,5,187,74,0.9753694581280788,0.7279411764705882,0.8509497549019608,0.6666666666666667,
BOOKKEEPER,3,IBK,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,348,4,193,73,0.9886363636363636,0.8266033254156769,0.9031493784438791,0.7375723818452544,
BOOKKEEPER,4,IBK,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,392,3,118,77,0.9924050632911392,0.835820895522388,0.905513753546318,0.6610412926391382,
BOOKKEEPER,5,IBK,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,414,79,118,7,0.8397565922920892,0.9833729216152018,0.791178846594403,0.6450790004407463,
BOOKKEEPER,6,IBK,SMOTE,BEST FIRST,SENSITIVE THRESHOLD,450,0,0,206,1.0,0.6859756097560976,NaN,0.0,
BOOKKEEPER,1,RANDOM FOREST,SMOTE,BEST FIRST,SENSITIVE LEARNING,20,0,154,128,1.0,0.13513513513513514,0.9088057213057213,0.13745091038914656,
BOOKKEEPER,2,RANDOM FOREST,SMOTE,BEST FIRST,SENSITIVE LEARNING,32,0,192,240,1.0,0.11764705882352941,0.9049479166666666,0.09937888198757766,
BOOKKEEPER,3,RANDOM FOREST,SMOTE,BEST FIRST,SENSITIVE LEARNING,53,1,196,368,0.9814814814814815,0.12589073634204276,0.9495822130050521,0.08077974218202047,
BOOKKEEPER,4,RANDOM FOREST,SMOTE,BEST FIRST,SENSITIVE LEARNING,95,1,120,374,0.9895833333333334,0.2025586353944563,0.8912227528238383,0.0906363285135346,
BOOKKEEPER,5,RANDOM FOREST,SMOTE,BEST FIRST,SENSITIVE LEARNING,318,45,152,103,0.8760330578512396,0.7553444180522565,0.8516886311296527,0.48864513099191564,
BOOKKEEPER,6,RANDOM FOREST,SMOTE,BEST FIRST,SENSITIVE LEARNING,89,0,0,567,1.0,0.13567073170731708,NaN,0.0,
BOOKKEEPER,1,NAIVE BAYES,SMOTE,BEST FIRST,SENSITIVE LEARNING,70,58,96,78,0.546875,0.47297297297297297,0.7344243594243595,0.09660390638747156,
BOOKKEEPER,2,NAIVE BAYES,SMOTE,BEST FIRST,SENSITIVE LEARNING,199,36,156,73,0.8468085106382979,0.7316176470588235,0.8691501991421569,0.5291225979442872,
BOOKKEEPER,3,NAIVE BAYES,SMOTE,BEST FIRST,SENSITIVE LEARNING,368,79,118,53,0.8232662192393736,0.8741092636579573,0.8679238458106756,0.4903092783505154,
BOOKKEEPER,4,NAIVE BAYES,SMOTE,BEST FIRST,SENSITIVE LEARNING,295,17,104,174,0.9455128205128205,0.6289978678038379,0.7636962765863715,0.3297607860397065,
BOOKKEEPER,5,NAIVE BAYES,SMOTE,BEST FIRST,SENSITIVE LEARNING,393,76,121,28,0.837953091684435,0.9334916864608076,0.8081797026658789,0.5856680548213664,
BOOKKEEPER,6,NAIVE BAYES,SMOTE,BEST FIRST,SENSITIVE LEARNING,123,0,0,533,1.0,0.1875,NaN,0.0,
BOOKKEEPER,1,IBK,SMOTE,BEST FIRST,SENSITIVE LEARNING,117,22,132,31,0.841726618705036,0.7905405405405406,0.8138820638820639,0.6484515703931474,
BOOKKEEPER,2,IBK,SMOTE,BEST FIRST,SENSITIVE LEARNING,103,6,186,169,0.944954128440367,0.3786764705882353,0.7227328431372549,0.30886558627264055,
BOOKKEEPER,3,IBK,SMOTE,BEST FIRST,SENSITIVE LEARNING,264,20,177,157,0.9295774647887324,0.6270783847980997,0.783920325066014,0.4435038308523519,
BOOKKEEPER,4,IBK,SMOTE,BEST FIRST,SENSITIVE LEARNING,287,5,116,182,0.9828767123287672,0.6119402985074627,0.8103931346807873,0.3698813208904932,
BOOKKEEPER,5,IBK,SMOTE,BEST FIRST,SENSITIVE LEARNING,404,75,122,17,0.8434237995824635,0.9596199524940617,0.7978043575243859,0.6281053361415994,
BOOKKEEPER,6,IBK,SMOTE,BEST FIRST,SENSITIVE LEARNING,248,0,0,408,1.0,0.3780487804878049,NaN,0.0,
